year,month,day,atm(hPa),Rav(mm),Rmax_day(mm),Rmax_hr(mm),Rmax_10min(mm),Tav(вJ),Tav_max(вJ),Tav_min(вJ),T_max(вJ),T_min(вJ),Hav(вH),H_min(вH),sun (h),snow(cm),snow_max(cm),snow_depth(cm),cloud,snow_day,fog_day,thunder_day,Label
2010,2,21бу25,1014.9,0,0,0,0,11.2,18.1,5,22.1,0.8,58,28,36.4,0,0,0,4.5,0,0,0,0
2010,2,26бу28,1007.9,62,34.5,7.5,2,11.5,14.2,9.2,16.3,5.4,71,53,6.1,0,0,0,8.9,0,0,0,0
2010,3,1бу 5,1010.8,18.5,11.5,5,1.5,10.2,13.9,7,16,3.6,69,34,13.6,0,0,0,8.4,0,0,0,0
2010,3,6бу10,1011.8,50,22,4,1.5,6.8,9.7,5,12.1,2.6,71,40,6.2,0,0,0,9.5,0,0,0,0
2010,3,11бу15,1018.3,16,16,6.5,1.5,9.6,15.2,4.2,17.1,1,60,23,22.6,0,0,0,6.1,1,0,0,1
2010,3,16бу20,1009.6,5.5,5,3.5,1,10.2,16.3,4.4,24.6,2.7,58,15,26.3,0,0,0,6,0,0,0,0
2010,3,21бу25,1007.9,69.5,22,7,2.5,8.6,12.1,5.1,19,2.2,67,27,11.5,0,0,0,8.8,0,0,0,0
2010,3,26бу31,1018.8,7,3,2,1,6.3,12.2,1.8,15,-0.1,62,25,30,0,0,0,7,3,0,0,0
2010,4,1бу 5,1012.6,32.5,28.5,16.5,6,11.3,17.2,5.6,19.9,1.5,61,11,22.9,0,0,0,6.9,0,0,0,0
2010,4,6бу10,1013.7,0,0,0,0,13.5,19.5,8,23.5,4.5,54,19,29.1,0,0,0,7.5,0,0,0,0
2010,4,11бу15,1010.3,44,43,7,1.5,12.6,16.2,9.8,20.7,5.5,67,30,7.6,0,0,0,9.5,0,0,0,0
2010,4,16бу20,1016.7,22.5,16.5,2.5,1,12.3,16.6,7.7,21.7,4.2,60,17,22.7,0,0,0,8.1,0,0,0,0
2010,4,21бу25,1010.6,63,62,10,3.5,11.7,16.4,7.4,19.9,3.2,62,13,24.6,0,0,0,6.9,0,0,0,0
2010,4,26бу30,1010.9,29.5,15.5,5,2,14.3,19,9.7,21.5,5.9,50,14,33.8,0,0,0,6.4,0,0,1,0
2010,5,1бу 5,1011.5,0,0,0,0,18.6,25.9,11.4,30.9,6.9,50,17,50.4,0,0,0,4.2,0,0,0,0
2010,5,6бу10,1004.5,19.5,16,7,1.5,19,24.5,13.1,28.9,8.9,56,18,24.7,0,0,0,8.5,0,0,0,0
2010,5,11бу15,1009,8,8,3.5,1.5,14.2,19,10.6,23.1,7.9,59,22,23.7,0,0,0,7.9,0,0,0,0
2010,5,16бу20,1010.6,14.5,11,3,2,20.4,25.7,15.1,28.6,11.6,63,26,30.3,0,0,0,7.6,0,0,0,0
2010,5,21бу25,1000.9,160,109,16.5,5.5,20.4,26.6,15.3,30.4,13.5,65,21,25.7,0,0,0,7.7,0,0,0,0
2010,5,26бу31,1005.1,1,1,1,1,16.5,22,12.5,25.9,10.1,59,29,35.2,0,0,0,9.2,0,0,0,0
2010,6,1бу 5,1010.3,3,3,3,2.5,21.1,28.5,15.2,30.2,14.3,54,24,48.7,0,0,0,5,0,0,1,0
2010,6,6бу10,1009.2,0,0,0,0,22.4,27.7,17.2,32.5,14.3,54,24,28.2,0,0,0,6.8,0,0,0,0
2010,6,11бу15,1006.3,53.5,30,8,3,22.9,28,18.9,32.7,17.1,64,22,24.5,0,0,0,6.8,0,0,0,0
2010,6,16бу20,1000.8,79,49.5,22.5,9.5,24.7,28.8,21.3,33.1,19.1,72,32,14.9,0,0,0,9.6,0,0,1,0
2010,6,21бу25,1003.9,32,26.5,7,3.5,24.3,28.7,20.3,31.8,17.3,65,27,13.9,0,0,0,9.3,0,0,1,0
2010,6,26бу30,1004.5,59.5,18.5,8.5,4.5,26.7,31,23.5,33.9,22,75,41,11.8,0,0,0,10,0,0,0,0
2010,7,1бу 5,996,95.5,89.5,23,8.5,26.4,30.3,23.4,33,22.2,71,44,11.6,0,0,0,9.5,0,0,1,0
2010,7,6бу10,1001.7,51,43.5,43.5,20.5,25.8,31,22.1,33.7,21.1,68,31,18.9,0,0,0,9.7,0,0,1,0
2010,7,11бу15,1006.1,228.5,125,35,11,25.3,28.1,23.4,30.6,22.7,81,58,1.8,0,0,0,10,0,0,3,0
2010,7,16бу20,1013.1,5,5,4.5,4,28.5,34.1,24.1,35.1,23.4,63,39,42.9,0,0,0,6.9,0,0,1,0
2010,7,21бу25,1009.3,24.5,24.5,24.5,15.5,30.4,36.9,25.4,37.4,24.7,57,33,54.5,0,0,0,5.5,0,0,2,0
2010,7,26бу31,1004.7,20.5,20.5,3.5,2,28.9,33.5,25.5,36.6,23.4,64,31,27.2,0,0,0,8.6,0,0,0,0
2010,8,1бу 5,1005.4,0,0,0,0,30.8,35.6,27.2,36.5,26,60,40,31.7,0,0,0,6.4,0,0,0,0
2010,8,6бу10,1010.3,33,33,15,9,29,33.7,26,35.7,24.9,64,39,23.2,0,0,0,8.1,0,0,0,0
2010,8,11бу15,1003.8,142,141,76.5,21.5,28.7,32.7,25.3,34.6,24,70,47,13.3,0,0,0,9.6,0,0,1,0
2010,8,16бу20,1010.4,0,0,0,0,30.7,36.2,26.4,36.6,25.4,60,40,39.2,0,0,0,4.1,0,0,0,0
2010,8,21бу25,1009.5,0,0,0,0,30.7,36.3,26.6,37.5,25.7,61,36,34.6,0,0,0,4.5,0,0,2,0
2010,8,26бу31,1010.3,0,0,0,0,30.6,36.3,26.3,37.1,25.7,57,32,47.7,0,0,0,5.1,0,0,1,0
2010,9,1бу 5,1010.7,0,0,0,0,30.5,36.7,26,38.1,25.7,58,35,34.9,0,0,0,6.2,0,0,1,0
2010,9,6бу10,1005.8,55,55,26,8.5,28,33.7,23.9,36.2,20.9,61,34,35.4,0,0,0,6.6,0,0,1,0
2010,9,11бу15,1005.7,25.5,25.5,11,4,27.4,32.3,23.5,35.6,21.6,62,39,19.7,0,0,0,7.7,0,0,0,0
2010,9,16бу20,1006.4,33,33,17,6,25,30.8,20.4,32.7,18.6,62,32,33.7,0,0,0,6.2,0,0,0,0
2010,9,21бу25,1005.2,11.5,11.5,5.5,3.5,23.9,28.5,20.2,33.1,16.8,62,25,18.2,0,0,0,7.6,0,0,1,0
2010,9,26бу30,1011.4,94,59.5,16,3.5,20.6,25.4,16.8,28.1,14.4,64,27,22.8,0,0,0,7.9,0,0,0,0
2010,10,1бу 5,1009.3,25.5,16.5,6.5,3.5,21.1,26.3,17.2,28.5,15,69,38,28.1,0,0,0,6.9,0,0,0,0
2010,10,6бу10,1010,63,47.5,10.5,3,20.4,25.5,16.4,27.7,14.2,73,37,28.9,0,0,0,5.5,0,0,0,0
2010,10,11бу15,1007.3,0,0,0,0,21.3,26.4,17.1,28.6,15.7,65,39,26.8,0,0,0,7.5,0,0,0,0
2010,10,16бу20,1015.8,0,0,0,0,19.3,24.3,15.1,24.8,13.3,62,29,25.2,0,0,0,8.1,0,0,0,0
2010,10,21бу25,1010.3,9,5,2.5,1.5,19.1,22.7,16.7,24.5,14.5,72,44,5.9,0,0,0,10,0,0,0,0
2010,10,26бу31,1013.1,62.5,48,9,2,14.4,17.8,11.3,19.7,7.8,74,40,13.7,0,0,0,8.9,0,0,0,0
2010,11,1бу 5,1012.8,3.5,3.5,3.5,0.5,12.9,18.4,8.1,19.7,6,66,31,29.3,0,0,0,4.6,0,0,0,0
2010,11,6бу10,1010.6,0.5,0.5,0.5,0.5,13.3,18.2,8.6,20.1,6.2,63,31,22.3,0,0,0,4.6,0,0,0,0
2010,11,11бу15,1017,0.5,0.5,0.5,0.5,12.6,17.6,8.1,20.1,3.7,70,34,16.7,0,0,0,6.8,0,0,0,0
2010,11,16бу20,1015.8,0,0,0,0,10.3,15.6,6,18.7,3.8,67,26,27.8,0,0,0,5.3,0,0,0,0
2010,11,21бу25,1010.6,10.5,10.5,1.5,0.5,11.9,16.3,7.7,20.1,4.8,75,45,20.1,0,0,0,7.5,0,0,0,0
2010,11,26бу30,1013.7,0,0,0,0,9.6,15.1,5.2,16,2.5,64,31,29,0,0,0,5,0,0,0,0
2010,12,1бу 5,1011.4,39,25,9.5,4,11.3,17.5,5.7,20.3,3.2,65,30,37.9,0,0,0,4.8,0,0,1,0
2010,12,6бу10,1005,0.5,0.5,0.5,0.5,8.4,12.7,4.9,17.5,3.1,71,39,24.2,0,0,0,5.8,0,0,0,0
2010,12,11бу15,1009.6,29.5,22.5,3.5,1,9.1,12.4,5.6,16.2,2.9,73,38,8.2,0,0,0,8,0,0,0,0
2010,12,16бу20,1011.8,0,0,0,0,5.8,11,2.2,15.5,-0.5,67,32,23.3,0,0,0,5.7,0,0,0,0
2010,12,21бу25,1005.7,24,23,8,2,7.5,11.6,3.9,15.4,0,66,33,19.8,0,0,0,5.3,0,0,0,0
2010,12,26бу31,1002.4,13,10,2.5,0.5,3.8,7.8,0.6,12.9,-1.3,64,28,26.4,9,9,9,6,2,0,0,0
2011,1,1бу 5,1009.2,4,2.5,1,0.5,3.4,8.4,-0.6,9.6,-2.2,75,34,23.6,0,0,6,6.1,2,0,0,0
2011,1,6бу10,1012.5,0,0,0,0,3.1,7.7,0,10.4,-1.2,71,38,24.7,0,0,0,6.5,3,0,0,0
2011,1,11бу15,1010.4,0,0,0,0,3.2,7.8,-0.6,8.6,-1.8,63,29,24.5,0,0,0,6,3,0,0,0
2011,1,16бу20,1013,6,5.5,1.5,1,1.9,6.7,-1.4,8.3,-3.9,66,38,31.5,6,5,6,6.3,3,0,0,0
2011,1,21бу25,1014.8,0,0,0,0,3.7,8.3,0.3,10.2,-0.6,68,35,22.7,0,0,0,7,2,0,0,0
2011,1,26бу31,1017.1,0,0,0,0,1.8,6.4,-1.5,8.2,-3.9,58,27,35,0,0,0,4.1,5,0,0,0
2011,2,1бу 5,1015.4,0,0,0,0,5.2,11.5,0.3,13.1,-0.6,61,26,30.7,0,0,0,5.3,0,0,0,0
2011,2,6бу10,1008.4,7.5,4,2.5,1,5.9,10.9,2,14.1,0.7,65,24,15.8,0,0,0,7.8,1,0,0,0
2011,2,11бу15,1012.3,13.5,11,3,1,2.3,6.6,-0.3,7.8,-1,76,41,14.9,2,2,2,7.8,4,0,0,0
2011,2,16бу20,1015.2,24.5,13,7.5,2,6.4,12.5,1.2,15.2,-2.2,60,25,28.3,0,0,0,7.8,0,0,0,0
2011,2,21бу25,1016.8,0,0,0,0,9.9,16.6,4.8,19.5,1.3,63,15,32.6,0,0,0,5.4,0,0,0,0
2011,2,26бу28,1016.3,35,35,9.5,3,9.7,14.9,5.3,18.9,3.2,64,26,15.8,0,0,0,7.6,0,0,0,0
2011,3,1бу 5,1010,9,8.5,3,0.5,4.7,8.5,1.8,11.4,-0.9,70,31,20.2,2,2,2,7.9,4,0,0,0
2011,3,6бу10,1010.1,18,13.5,3,1,5.5,10.7,1.8,12,0,68,26,19.2,0,0,0,6.5,2,0,0,0
2011,3,11бу15,1012.7,1,1,0.5,0.5,9.2,15.7,3.3,20.7,-0.1,63,32,24.7,0,0,0,6.7,0,0,0,0
2011,3,16бу20,1012.9,3.5,2,1,0.5,6.5,12.1,2.2,18.4,-0.4,67,29,25.6,0,0,0,7.1,3,0,0,0
2011,3,21бу25,1011.3,25.5,25,7,2,7.5,12.9,3.3,16.2,0.5,60,24,19,0,0,0,7.2,1,0,0,1
2011,3,26бу31,1017.4,3,3,1.5,1,7.1,13.8,1.5,17.7,-0.7,57,16,48.3,0,0,0,2.4,1,0,0,0
2011,4,1бу 5,1015.7,0,0,0,0,9.5,16.8,3.6,20.3,1.4,45,10,44.6,0,0,0,2.7,0,0,0,0
2011,4,6бу10,1015.6,19,10.5,3.5,1,14,19.9,8.6,22,3.8,59,13,30.4,0,0,0,5.4,0,0,0,0
2011,4,11бу15,1008.3,0,0,0,0,13.1,20.7,7,24.4,4.7,48,12,44.5,0,0,0,3.2,0,0,0,0
2011,4,16бу20,1004.3,25,18,6,2.5,11.8,17.9,6.9,22,4.2,65,20,24.8,0,0,0,8.6,0,0,0,0
2011,4,21бу25,1007.6,40,24.5,6.5,2,11.9,17.6,6.9,20.9,3.9,73,23,22.2,0,0,0,7.4,0,0,2,0
2011,4,26бу30,1005,23,20.5,6.5,3.5,14.8,21.8,9,26.3,6.5,67,25,16.6,0,0,0,7,0,0,0,0
2011,5,1бу 5,1006.9,3,3,1.5,0.5,16.4,22,11.3,24.4,9.7,56,22,24.2,0,0,0,7.7,0,0,0,0
2011,5,6бу10,1007.4,44,44,13,6.5,20.7,26.3,15.5,29.6,11,63,24,22.3,0,0,0,9,0,0,1,0
2011,5,11бу15,1001.6,105,91,13.5,4.5,19.4,23.9,15,26.2,10.9,64,11,31,0,0,0,8,0,0,1,0
2011,5,16бу20,1009.9,5,5,3,2,19.8,26.7,13.2,28.6,11,51,17,44.4,0,0,0,4.3,0,0,1,0
2011,5,21бу25,1009,100.5,40,19,4.5,19.5,24.3,14.8,29.4,13.5,69,27,21.8,0,0,0,8.9,0,0,0,0
2011,5,26бу31,1004.4,157.5,119.5,17.5,4.5,18.4,20.7,16,23.2,13.9,79,47,3.9,0,0,0,10,0,0,0,0
2011,6,1бу 5,1006.3,39,20,15,14.5,20.7,24.8,17,29.1,15.9,75,36,13.5,0,0,0,9.6,0,0,1,0
2011,6,6бу10,1001.4,8.5,8.5,3.5,1,22.9,27.4,19.4,28.8,16.3,67,33,17.1,0,0,0,9.5,0,0,1,0
2011,6,11бу15,1001.3,57,39.5,10.5,4.5,21.6,25.9,17.9,27.8,16.4,70,33,13.8,0,0,0,9.8,0,0,0,0
2011,6,16бу20,1004.3,33.5,17.5,5,2.5,21.8,24.8,19.5,26.8,17.9,82,60,0.3,0,0,0,9.9,0,0,0,0
2011,6,21бу25,1004.7,5.5,5.5,2.5,1,27.9,32.6,24.4,34.9,21.5,70,45,27.3,0,0,0,8.1,0,0,1,0
2011,6,26бу30,1007.6,2,2,2,1,29.4,34.6,25.3,36.4,24.6,64,40,30.1,0,0,0,7.4,0,0,1,0
2011,7,1бу 5,998.4,11.5,7,3,1,27.3,31.6,23.7,33.3,23.3,72,38,13.2,0,0,0,9.3,0,0,0,0
2011,7,6бу10,1004.6,52.5,43,7.5,2,28.1,32.7,24.1,36.5,22.3,70,34,32.9,0,0,0,7.4,0,0,0,0
2011,7,11бу15,1008.9,0,0,0,0,29.1,34.2,24.9,35.8,24.2,63,37,40.9,0,0,0,4.8,0,0,1,0
2011,7,16бу20,996.5,50,35,12,4,28.6,32.8,25.3,36.7,24.4,70,37,22.9,0,0,0,7,0,0,0,0
2011,7,21бу25,1002.1,2,2,1.5,0.5,26.3,30.8,22.8,32.5,21.1,70,43,16.1,0,0,0,8.3,0,0,0,0
2011,7,26бу31,1005.1,21.5,14,14,6,27.9,33.2,24.4,33.9,23.2,69,43,25.5,0,0,0,9.1,0,0,2,0
2011,8,1бу 5,1005.7,19.5,15,13.5,10,28,32.4,24.8,34.2,23.9,67,39,25.4,0,0,0,7.1,0,0,1,0
2011,8,6бу10,1005.7,0,0,0,0,30.2,35.8,25.3,36.9,24.1,63,37,48.1,0,0,0,7.4,0,0,1,0
2011,8,11бу15,1002.7,0.5,0.5,0.5,0.5,30.1,35.4,26.3,36.7,25.6,65,36,34.4,0,0,0,6.6,0,0,0,0
2011,8,16бу20,1002.3,9.5,7,3,1.5,28.6,33.2,25.6,35.6,22.2,68,38,13.4,0,0,0,9,0,0,0,0
2011,8,21бу25,1005.3,27,22,15,11,26.8,30.9,23.5,34.7,22.2,76,42,12.1,0,0,0,9.9,0,0,1,0
2011,8,26бу31,1006.1,5.5,5,4,3,28.6,33.8,24.5,34.8,23.7,67,36,39,0,0,0,6.2,0,0,1,0
2011,9,1бу 5,993.7,177,93,22.5,7.5,26.2,28.9,23.4,31.3,21.2,78,56,1.1,0,0,0,9.9,0,0,0,0
2011,9,6бу10,1007.2,0,0,0,0,25.7,31.8,20.4,34.5,16.5,62,33,48.5,0,0,0,4.4,0,0,0,0
2011,9,11бу15,1010.7,0,0,0,0,28.5,34.3,24.1,35.2,22.9,64,34,34.8,0,0,0,4.9,0,0,0,0
2011,9,16бу20,1003.7,96.5,38,13,6,25.5,29.8,22.8,33.2,20.3,80,52,12.8,0,0,0,9.5,0,0,1,0
2011,9,21бу25,1005,70.5,67,14.5,6.5,20.3,25.1,16.2,26.1,12.8,70,29,21.3,0,0,0,6.7,0,0,0,0
2011,9,26бу30,1010.6,1,1,1,0.5,21.9,27,17.4,28.9,15.3,67,28,27.6,0,0,0,7.6,0,0,0,0
2011,10,1бу 5,1013.3,17,17,5,1.5,17.7,22.5,13.6,23.7,10.2,63,18,22.6,0,0,0,8.5,0,0,0,0
2011,10,6бу10,1013.2,4.5,4.5,2.5,0.5,18.9,25,13.9,26,12.2,63,23,40.4,0,0,0,4.1,0,0,0,0
2011,10,11бу15,1010.1,103.5,70.5,13.5,9,19.4,23.2,16.1,25.7,14.8,77,39,8.6,0,0,0,7.4,0,0,0,0
2011,10,16бу20,1013.3,2,2,5,0.5,18.6,24.4,13.3,26.1,11,63,34,43.3,0,0,0,5.4,0,0,0,0
2011,10,21бу25,1008.9,57,52,35.5,14.5,20.1,24.8,16.1,26.4,13.1,75,48,14.5,0,0,0,8.3,0,0,1,0
2011,10,26бу31,1016.9,21.5,19.5,5,1.5,16.1,21.6,11.4,23.7,7.6,68,37,38,0,0,0,5.3,0,0,0,0
2011,11,1бу 5,1020.2,5,5,2,1,18.6,23.7,14.2,26.2,11.9,73,42,25.4,0,0,0,5.3,0,0,0,0
2011,11,6бу10,1011.7,0.5,0.5,0.5,0.5,15.5,19.1,12.3,22.1,10,71,36,8.7,0,0,0,9.2,0,0,0,0
2011,11,11бу15,1012,7,7,3,1,14.8,19.7,11.4,22.7,10.2,75,39,22.7,0,0,0,6.6,0,0,0,0
2011,11,16бу20,1014.6,60,57,11.5,3,13.2,17.3,9,18.6,7.2,71,21,17.5,0,0,0,8.1,0,0,0,0
2011,11,21бу25,1017.3,0.5,0.5,0.5,0.5,9.3,13.7,5.2,14.7,3.6,63,30,28.3,0,0,0,3.8,0,0,0,0
2011,11,26бу30,1018.2,0,0,0,0,11.3,16.5,7,20.3,3.8,77,43,17.2,0,0,0,7.7,0,0,0,0
2011,12,1бу 5,1012,4,4,2,1,11.3,14.8,8.7,18.1,5.7,68,42,12.1,0,0,0,8.2,0,0,0,0
2011,12,6бу10,1014.5,5.5,4,1.5,1,7.7,11.2,4.2,15,0.2,71,38,12.4,0,0,0,8.1,0,0,0,0
2011,12,11бу15,1016.6,0,0,0,0,7.2,13.3,2.8,15.7,1.4,69,35,21.7,0,0,0,4.3,0,0,0,0
2011,12,16бу20,1017.1,0,0,0,0,5.2,9.2,1.7,10.4,0.1,62,37,24.9,0,0,0,5.8,2,0,0,0
2011,12,21бу25,1011.6,0,0,0,0,4.6,9.1,1.7,11.3,-0.2,64,35,21.3,0,0,0,6.1,4,0,0,0
2011,12,26бу31,1020,0,0,0,0,3.8,8.6,0.7,11.7,-0.9,70,37,30.5,0,0,0,6.7,5,0,0,0
2012,1,1бу 5,1011.7,4,3,1.5,0.5,4.4,8.5,1.4,11.1,0.5,68,25,19.4,0,0,0,8.3,3,0,0,0
2012,1,6бу10,1020.5,0,0,0,0,4.3,8.9,1,10.9,0,71,41,22.5,0,0,0,6.6,3,0,0,0
2012,1,11бу15,1014.2,0.5,0.5,0.5,0.5,4.3,8.8,1,10.4,-0.9,67,35,18.3,0,0,0,7.2,4,0,0,0
2012,1,16бу20,1013.8,20,16.5,3.5,1,5.2,9.1,2.2,10.8,-1.3,67,24,16.8,0,0,0,8.5,0,0,0,0
2012,1,21бу25,1009.2,6.5,6.5,2,0.5,4.6,8.1,1.9,11.4,-1,73,30,11.8,0,0,0,7.9,3,0,0,0
2012,1,26бу31,1016.1,0,0,0,0,2.4,6.3,-0.3,7.3,-1.3,68,39,19.5,0,0,0,6.9,6,0,0,0
2012,2,1бу 5,1014.2,0,0,0,0,2.3,7.1,-1.8,9.6,-3.5,57,27,29.6,0,0,0,4.9,3,0,0,0
2012,2,6бу10,1010.1,41.5,28.5,7.5,2,4.3,7.9,1.1,10.8,-2.5,66,31,13.2,0,0,0,9.1,3,0,0,0
2012,2,11бу15,1016.9,14.5,8,2.5,1,4,7.4,1.1,8.6,-0.5,74,37,11.4,0,0,0,7.7,2,0,0,0
2012,2,16бу20,1013.9,4,3,3,1,2.4,7.3,-1.3,10,-3.3,65,31,30.2,5,4,5,5.4,4,0,0,0
2012,2,21бу25,1010.3,34.5,17.5,4.5,1,7.4,11.2,3.9,13.6,-0.5,69,34,13.5,0,0,0,8.9,0,0,0,0
2012,2,26бу29,1016.1,20.5,20.5,4.5,1,4.3,8.6,0.8,12.1,-1.4,66,30,17,0,0,0,9,3,0,0,0
2012,3,1бу 5,1012.5,54.5,33,6,1.5,9,12.5,5.4,16.3,2.7,75,33,13.4,0,0,0,9.1,0,0,0,0
2012,3,6бу10,1008.2,22.5,12,3.5,1.5,9.4,13.4,6.4,18.8,4.7,68,35,7,0,0,0,9.5,0,0,0,0
2012,3,11бу15,1015.3,1.5,1,0.5,0.5,4.5,10.2,0.5,12.4,-0.9,60,23,27.7,0,0,0,4.6,4,0,0,0
2012,3,16бу20,1010.2,10,9.5,3,1,8.5,12.9,4.3,13.9,0.2,68,13,19.4,0,0,0,7.6,0,0,0,0
2012,3,21бу25,1007.5,27,23.5,3,1,7.9,12.1,4.1,14.9,1.8,65,23,24.2,0,0,0,6.9,1,0,0,0
2012,3,26бу31,1015.1,26.5,26,11.5,3.5,9.4,16.1,3.3,20.9,1.6,58,7,42.1,0,0,0,5,1,0,0,1
2012,4,1бу 5,1008.2,52,46,27,10,9.3,15.2,4.1,17.9,1.8,61,14,26.4,0,0,0,6.9,0,0,2,0
2012,4,6бу10,1014.1,2,2,1.5,1,10.1,16.1,4.3,22.3,0.4,61,26,37.5,0,0,0,4.8,0,0,1,0
2012,4,11бу15,1004.7,37,31,12.5,3,14,18.7,10.4,22.4,6.4,67,25,26.3,0,0,0,7.2,0,0,0,0
2012,4,16бу20,1012.6,13.5,8,5,3,14.8,21,9.7,25,7,64,15,29.9,0,0,0,6.4,0,0,1,0
2012,4,21бу25,1009.7,12,9,2.5,1,17.8,23.4,13,27.3,11.4,68,31,20.1,0,0,0,7.5,0,0,0,0
