year,month,day,atm(hPa),Rav(mm),Rmax_day(mm),Rmax_hr(mm),Rmax_10min(mm),Tav(вJ),Tav_max(вJ),Tav_min(вJ),T_max(вJ),T_min(вJ),Hav(вH),H_min(вH),sun (h),snow(cm),snow_max(cm),snow_depth(cm),cloud,snow_day,fog_day,thunder_day,Label
2018,11,6бу10,1014.6,20.5,10.5,6,2,17.8,22.6,13.9,23.9,11.5,69,24,29.3,0,0,0,6.6,0,0,0,0
2018,11,11бу15,1012.1,0,0,0,0,13.8,18.4,10.2,21.2,7.5,67,31,21.9,0,0,0,5.9,0,0,0,0
2018,11,16бу20,1013,0,0,0,0,13,17.3,8.8,19,7.4,67,34,24.3,0,0,0,6.6,0,0,0,0
2018,11,21бу25,1016.1,0,0,0,0,9.7,14.5,5.8,16.3,3.8,69,44,22.9,0,0,0,5.7,0,0,0,0
2018,11,26бу30,1016.1,2,2,1.5,0.5,12.2,17.4,8,19.1,6.1,72,40,24.4,0,0,0,5.8,0,0,0,0
2018,12,1бу 5,1016,8,5.5,5,4.5,14.2,18.6,10.3,22.7,6.7,73,40,18.5,0,0,0,7.9,0,0,1,0
2018,12,6бу10,1016.9,6.5,6.5,3,1,8,11.4,5.3,15.4,2.7,68,36,11.6,0,0,0,8.6,1,0,0,0
2018,12,11бу15,1018,14.5,10.5,3.5,1.5,6.6,10.2,3.4,12.7,1.3,75,41,17.2,0,0,0,7.7,0,0,0,0
2018,12,16бу20,1012.8,21,12,3,1,7.5,11.6,4,13.4,0.6,75,40,19.9,0,0,0,6.9,0,0,0,0
2018,12,21бу25,1014.4,10.5,8.5,4.5,1.5,9,13.3,4.9,14.8,1,76,38,26.5,0,0,0,6.3,0,0,0,0
2018,12,26бу31,1015.8,0,0,0,0,4.6,8,2,10.8,0,73,45,20.8,0,0,0,7.6,4,0,0,0
2019,1,1бу 5,1019.5,0,0,0,0,5.4,9.7,2,11.3,0.6,73,42,24,0,0,0,5.7,0,0,0,0
2019,1,6бу10,1016.2,2,2,1,0.5,4.6,8.2,1.2,11.9,-0.9,70,38,14.3,0,0,0,7.6,1,0,0,0
2019,1,11бу15,1014.9,1,1,0.5,0.5,5.4,10,2.3,12.1,1.8,73,37,16.9,0,0,0,7.1,0,0,0,0
2019,1,16бу20,1012.3,2,2,0.5,0.5,5.8,10,2.6,11.9,0.7,72,36,24.2,0,0,0,6.5,0,0,0,0
2019,1,21бу25,1010.5,0,0,0,0,5.7,9.6,2.4,12,1,64,39,19.4,0,0,0,6.8,1,0,0,0
2019,1,26бу31,1012.9,20,13.5,3.5,1,4,8,1.1,11.7,-0.2,73,22,22,7,5,7,8.4,3,0,0,0
2019,2,1бу 5,1013.5,6.5,6,1.5,0.5,6.4,11.3,2.3,12.9,0.2,71,37,27.9,0,0,0,5.4,1,0,0,0
2019,2,6бу10,1012.8,2,2,1,0.5,6.3,10.1,3.7,14.2,1.3,69,45,11.1,0,0,0,9,3,0,0,0
2019,2,11бу15,1019.8,0.5,0.5,0.5,0.5,4.5,7.7,1.9,11.3,-0.4,68,38,12.1,0,0,0,8.4,2,0,0,0
2019,2,16бу20,1013.3,13.5,13,2.5,1,7.5,12,4.1,15.7,0,71,36,18.8,0,0,0,7.4,0,0,0,0
2019,2,21бу25,1013.7,0,0,0,0,8.5,13.6,4.5,18,2.1,57,22,26.6,0,0,0,8.1,0,0,0,0
2019,2,26бу28,1012.9,18.5,18.5,3.5,1,9.1,13,5.4,13.7,2.8,61,18,13.2,0,0,0,6,0,0,0,0
2019,3,1бу 5,1009.1,13.5,11.5,3,1,9.4,13.9,5.6,16.7,3.2,62,21,26.1,0,0,0,6.8,0,0,0,0
2019,3,6бу10,1011.3,29,15.5,3.5,1.5,8.9,13.8,4.4,16.5,0.9,66,23,22.2,0,0,0,7.7,0,0,0,0
2019,3,11бу15,1007.2,13,10.5,5,1.5,8.3,13.6,3.6,16.4,1.2,65,17,22.3,0,0,0,5.7,0,0,0,0
2019,3,16бу20,1012.3,6,4,2.5,1.5,9.1,15.1,4.2,21.2,1.2,65,14,25.8,0,0,0,6.4,0,0,0,0
2019,3,21бу25,1008.3,1,1,1,0.5,10.1,15.1,5.5,20.4,2.8,58,26,13.9,0,0,0,8.5,0,0,0,1
2019,3,26бу31,1007.2,6,5.5,2,0.5,11.6,16.7,6.8,19.9,5.8,57,23,34.7,0,0,0,7.6,0,0,0,0
2019,4,1бу 5,1010.7,3.5,2,2,1.5,8.7,14.6,3.4,21.1,2.2,58,18,43.2,0,0,0,5,1,0,0,0
2019,4,6бу10,1004.9,40.5,29.5,5.5,2,13,18.4,8.2,23.9,5.9,55,18,39.1,0,0,0,5.7,0,0,0,0
2019,4,11бу15,1010.2,14.5,14,4,1,11.8,16.7,7.6,19.5,5.5,57,15,31,0,0,0,7.4,0,0,0,0
2019,4,16бу20,1009.1,0,0,0,0,15.6,23.2,9.1,24.9,5.3,53,8,40.4,0,0,0,5.9,0,0,0,0
2019,4,21бу25,1006.4,3,3,1,1,19.7,25.1,15.2,26.8,12.1,66,31,23,0,0,0,8.4,0,0,0,0
2019,4,26бу30,1007.9,45.5,28.5,9,2,14.3,19.2,9.9,24.2,5.9,65,28,14.3,0,0,0,8.6,0,0,0,0
2019,5,1бу 5,1006.9,5,5,1.5,0.5,18.7,25.1,13.5,28.4,11.9,53,7,38.8,0,0,0,6.8,0,0,0,0
2019,5,6бу10,1007.1,9,9,8,2,17,24,10.8,27.5,6.5,45,11,47,0,0,0,6.7,0,0,1,0
2019,5,11бу15,1008.9,0,0,0,0,21.4,28.3,15.8,30.5,14.4,48,15,44.1,0,0,0,7.3,0,0,0,0
2019,5,16бу20,1010,10,10,6.5,2,21.6,25.7,18.2,28.4,16.8,57,28,20.9,0,0,0,8.1,0,0,0,0
2019,5,21бу25,1003.7,39,39,14.5,3,22.6,30.3,15.1,34.2,12.4,39,13,59.4,0,0,0,3.5,0,0,0,0
2019,5,26бу31,1005.9,21.5,21.5,4.5,2,22.4,28.2,17.4,33.5,12.4,54,17,37.1,0,0,0,8.4,0,0,0,0
2019,6,1бу 5,1004,0,0,0,0,24,29.2,19.6,31.7,17.1,58,30,27.5,0,0,0,8.9,0,0,0,0
2019,6,6бу10,1000,28,26,10.5,2,22.3,26.4,19.1,31.5,17.2,68,29,16.1,0,0,0,9.6,0,0,0,0
2019,6,11бу15,999.5,19,15,3,2,22,26.8,18.2,30.8,17,68,30,21.3,0,0,0,7.2,0,0,2,0
2019,6,16бу20,1001.7,0,0,0,0,23,28.6,18.2,33.2,16.9,59,23,40.5,0,0,0,8,0,0,0,0
2019,6,21бу25,1002.6,21,17.5,17.5,12,24.1,30.6,19.8,33,18.2,61,24,34,0,0,0,7,0,0,1,0
2019,6,26бу30,999.1,72.5,30,9,4,26.2,30.3,23.1,32.5,20.7,77,33,10.9,0,0,0,10,0,0,0,0
2019,7,1бу 5,1000.4,24,8,6.5,2.5,25,28.5,22.5,30.7,21.2,79,54,6,0,0,0,9.8,0,0,0,0
2019,7,6бу10,1000.1,1,1,1,1,25.2,29.2,22.3,31.6,20.7,69,41,15.2,0,0,0,9.3,0,0,0,0
2019,7,11бу15,999.4,71.5,41.5,16,3.5,23.6,27.4,21,31.2,20.4,84,48,3.9,0,0,0,9.9,0,0,0,0
2019,7,16бу20,1006.7,49.5,26.5,13,11,26.3,30.7,23,33.8,20.8,80,43,12.8,0,0,0,9.5,0,0,1,0
2019,7,21бу25,1002.9,49,27,19.5,11,27.7,33.4,24.5,35.6,24.1,80,42,15.3,0,0,0,9.4,0,0,3,0
2019,7,26бу31,1005,18.5,18.5,8,2.5,29.7,35,26,36.8,24.4,70,42,36.3,0,0,0,6.7,0,0,1,0
2019,8,1бу 5,1005.2,4.5,4.5,4.5,3,31.5,37.2,27.4,38.2,26.7,61,32,49.3,0,0,0,3.3,0,0,1,0
2019,8,6бу10,1003.4,0,0,0,0,31.4,37.2,27.3,38.6,26.5,60,33,42.3,0,0,0,7,0,0,1,0
2019,8,11бу15,995.6,66.5,66,19,5,30.9,35.5,27.8,37.7,26.1,65,34,28.8,0,0,0,7.7,0,0,0,0
2019,8,16бу20,999.4,127,52.5,47.5,26.5,29.4,34.4,25.7,36.7,24.8,73,39,26.1,0,0,0,8,0,0,1,0
2019,8,21бу25,1003.7,57.5,39,15,9.5,27.5,32.4,24.4,35.4,22.9,75,38,18.7,0,0,0,9.4,0,0,0,0
2019,8,26бу31,1005,99.5,63.5,37,11.5,25.7,30.2,22.5,32.8,21.2,80,39,16.7,0,0,0,8.6,0,0,1,0
2019,9,1бу 5,1010.6,27.5,27,27,12.5,27.5,32.7,23.8,35.1,22.7,74,43,18.3,0,0,0,9.3,0,0,1,0
2019,9,6бу10,1006.2,1,1,1,1,30,35.5,26.5,36.9,26.1,66,40,41.2,0,0,0,5.7,0,0,1,0
2019,9,11бу15,1006.1,34.5,28.5,15.5,5.5,26.1,31,22.8,33.8,21.2,67,33,29.9,0,0,0,6.6,0,0,1,0
2019,9,16бу20,1005.2,3.5,3.5,1.5,0.5,24.3,29.4,20.5,31.6,15.9,63,32,38.4,0,0,0,5.9,0,0,0,0
2019,9,21бу25,1009,18,9.5,6,2.5,23.4,27.2,20.5,30.7,17.3,71,36,15.5,0,0,0,8.5,0,0,0,0
2019,9,26бу30,1014.2,0,0,0,0,26,30.5,22.6,32.3,18.6,67,44,18.6,0,0,0,8.5,0,0,0,0
2019,10,1бу 5,1008.1,34.5,18,17.5,12,24.7,29.6,21.8,33.6,19.9,69,37,22.4,0,0,0,8.6,0,0,3,0
2019,10,6бу10,1010.6,2,2,1,0.5,20.8,25.4,16.2,27.1,14.6,65,25,32.2,0,0,0,5.1,0,0,0,0
2019,10,11бу15,1006.8,71,65.5,11,3,20.2,23.1,17.1,28.7,13.3,76,44,7.3,0,0,0,8.2,0,0,0,0
2019,10,16бу20,1014.5,26,14,5.5,4,18.7,23,15.2,24.7,11.1,76,38,16.5,0,0,0,7.6,0,0,0,0
2019,10,21бу25,1008.7,72.5,29.5,5.5,2.5,18.9,22.5,16,25.1,14.8,79,47,9.9,0,0,0,9,0,0,0,0
2019,10,26бу31,1010.6,9,8,2,0.5,17.1,22.2,13.9,24.2,12.4,75,30,33.2,0,0,0,6.8,0,0,0,0
2019,11,1бу 5,1012.1,1,1,1,1,15.1,20.3,10.7,23.4,9.5,65,30,40.4,0,0,0,4.4,0,0,0,0
2019,11,6бу10,1010,0,0,0,0,13.7,19.8,8.7,20.7,7.1,63,30,42.8,0,0,0,3.3,0,0,0,0
2019,11,11бу15,1010.3,8.5,3.5,2.5,2.5,13.2,18.2,8.7,20.7,5.6,68,30,32.7,0,0,0,4.8,0,0,1,0
2019,11,16бу20,1014.1,13.5,13.5,6.5,3,12.5,17.7,8.2,21.2,5.5,67,35,30.8,0,0,0,5.3,0,0,0,0
2019,11,21бу25,1018.2,0,0,0,0,13.4,17.9,9.7,21.8,6.7,73,45,20.1,0,0,0,6.3,0,0,0,0
2019,11,26бу30,1019.3,2.5,2.5,1,0.5,9.8,13.5,7.2,16.2,3.8,70,33,14.3,0,0,0,8.1,0,0,0,0
2019,12,1бу 5,1015.5,12.5,12.5,4.5,2.5,8.8,13.3,5,16.1,2.5,70,45,18.3,0,0,0,6.2,0,0,0,0
2019,12,6бу10,1018.8,0,0,0,0,7.1,11.6,3.7,15,1.9,71,39,22.3,0,0,0,5.7,0,0,0,0
2019,12,11бу15,1017.1,0,0,0,0,8.2,12.7,4.1,15.4,3,69,41,22.7,0,0,0,6.3,0,0,0,0
2019,12,16бу20,1014,12.5,9,3,2,10,13.3,6.8,15,2.3,76,38,18.3,0,0,0,7.8,0,0,0,0
2019,12,21бу25,1015.6,5,5,2,0.5,7.7,11.9,4.1,14.4,2.2,74,40,20.5,0,0,0,7.8,0,0,0,0
2019,12,26бу31,1014,17.5,9.5,3,1,8.2,11.3,4.7,12.1,2.2,77,36,15.2,0,0,0,8.6,0,0,0,0
2020,1,1бу 5,1016.8,3,2,1,0.5,6.3,10.7,2.7,12.3,1.2,70,39,17.7,0,0,0,6.6,0,0,0,0
2020,1,6бу10,1011.8,24.5,17.5,10.5,3.5,8,11.6,4.9,16.8,1.3,75,45,14.9,0,0,0,7.7,0,0,0,0
2020,1,11бу15,1011.1,1,0.5,0.5,0.5,6.6,10.5,3.3,12.6,1.5,71,38,20,0,0,0,6.9,0,0,0,0
2020,1,16бу20,1011.5,0,0,0,0,6.9,10.8,3.1,12.7,1.5,66,35,19.1,0,0,0,7.5,0,0,0,0
2020,1,21бу25,1019.2,27,27,6,1.5,8.1,11.1,5.1,13.6,1.5,71,40,10,0,0,0,9.1,0,0,0,0
2020,1,26бу31,1007,8.5,4,2,1,9,12.2,6.3,14.9,3.8,66,27,13.7,0,0,0,8.5,1,0,0,0
2020,2,1бу 5,1015.3,0,0,0,0,6.1,11.4,2.1,12.7,1.2,60,28,28.7,0,0,0,6.6,1,0,0,0
2020,2,6бу10,1016.6,0.5,0.5,0.5,0.5,3.2,7,0.1,9.2,-1.1,68,38,25.2,0,0,0,7.366666667,4,0,0,0
2020,2,11бу15,1016.3,8.5,7,2.5,1,9.4,15,5.5,21.3,1.8,75,32,14.4,0,0,0,7.383333333,1,0,0,0
2020,2,16бу20,1012.5,20.5,20,3.5,2,7.5,11.7,3.9,14.2,0.1,68,35,20.8,1,1,1,6.933333333,2,0,0,0
2020,2,21бу25,1018.7,15,11,6,1.5,8,12.7,3.7,15.6,1.2,68,25,26.1,0,0,0,6.941666667,0,0,0,0
2020,2,26бу29,1014.4,11,7,2,1,7.1,10,4.6,12.8,2.8,72,43,9.7,0,0,0,7.475,2,0,0,0
2020,3,1бу 5,1011.9,12,9,2.5,0.5,9.1,13.5,6.4,18.1,4.3,67,36,22.9,0,0,0,7.475,1,0,0,0
2020,3,6бу10,1008.6,29.5,19.5,4.5,1,10.8,15.9,6.2,20.7,1.7,65,20,25.5,0,0,0,7.433333333,1,0,0,0
2020,3,11бу15,1007.4,6.5,4.5,1.5,1,9.4,14.4,5.1,18.1,3.4,62,20,30.6,0,0,0,5.5,0,0,0,0
2020,3,16бу20,1007.3,5,5,2.5,1,10.3,16.3,4.6,23.1,0.1,59,24,40.6,0,0,0,6.691666667,0,0,0,1
2020,3,21бу25,1010.1,0,0,0,0,11.3,17.9,6.1,21,2.8,50,16,41.7,0,0,0,6.841666667,0,0,0,0
2020,3,26бу31,1012.1,39,18,3.5,1,12.4,16.6,8.4,23.1,5.3,70,21,15.9,0,0,0,5.991666667,0,0,0,0
2020,4,1бу 5,1009.1,28.5,28,9,2.5,11.9,16.9,7.2,22.1,4.3,58,12,28,0,0,0,6.516666667,0,0,0,0
2020,4,6бу10,1011.6,0,0,0,0,11.9,18.3,6.5,22.1,4.9,45,17,49.4,0,0,0,6.666666667,0,0,0,0
2020,4,11бу15,1003.8,38.5,21.5,5.5,1.5,11.1,15.6,7,20.7,5.2,64,21,26.1,0,0,0,6.758333333,0,0,1,0
2020,4,16бу20,1008,53,27,7,2.5,14.5,19.2,10.4,21.3,7.5,69,31,20,0,0,0,6.941666667,0,0,1,0
2020,4,21бу25,1006.9,1.5,1.5,1.5,1,12,17.4,7.2,21.3,4.3,57,14,27.6,0,0,0,7.116666667,0,0,0,0
2020,4,26бу30,1012.1,0,0,0,0,16.1,22.6,9.9,26.7,7.5,45,17,47,0,0,0,6.025,0,0,0,0
2020,5,1бу 5,1006.3,1.5,1.5,1.5,0.5,21.1,27.2,16.3,30.1,14.8,60,24,34.9,0,0,0,6.541666667,0,0,0,0
2020,5,6бу10,1008.3,6,4,2.5,1,18.7,24.3,14.3,25.9,11,60,21,24.8,0,0,0,7.2,0,0,1,0
2020,5,11бу15,1005.8,3,2.5,1,0.5,21.1,27.9,14.8,30.4,11.6,46,18,41.4,0,0,0,7.383333333,0,0,0,0
2020,5,16бу20,999.1,93,42,14,4.5,19.3,23.7,16.1,26.6,15.5,78,22,10.1,0,0,0,6.966666667,0,0,1,0
2020,5,21бу25,1006.8,2,2,1,0.5,21.5,26.8,17.4,28.9,12.9,65,37,22.1,0,0,0,6.933333333,0,0,0,0
2020,5,26бу31,1006,8.5,6,4.5,2.5,21.4,27.1,16.6,30.2,14.4,56,20,36.8,0,0,0,7.741666667,0,0,2,0
2020,6,1бу 5,1001.2,0,0,0,0,25,30.8,20.1,33,19.5,58,29,36,0,0,0,7.508333333,0,0,0,0
2020,6,6бу10,1007.4,0.5,0.5,0.5,0.5,24.9,30.6,19.6,33.2,15.7,54,12,39.7,0,0,0,8.433333333,0,0,0,0
2020,6,11бу15,999.9,102.5,54,11,3.5,25,28.3,23.1,32.3,22.8,89,36,6.8,0,0,0,7.958333333,0,0,2,0
2020,6,16бу20,999.4,82.5,63,19.5,5,22.3,26.8,18.8,31.3,18.1,66,20,23.8,0,0,0,8.65,0,0,1,0
2020,6,21бу25,1002.8,2,2,2,1.5,25.4,30,21.1,32.8,16.9,62,31,28.8,0,0,0,8.95,0,0,0,0
2020,6,26бу30,998.6,63,52,16,4,25.8,29.9,22,32.6,19.2,72,37,16.8,0,0,0,9.116666667,0,0,1,0
2020,7,1бу 5,1001.3,97,55.5,19,6.5,24.3,27.8,21.4,31.6,20.1,76,48,9.2,0,0,0,9.175,0,0,0,0
2020,7,6бу10,1001.6,224,91.5,43.5,20.5,25.2,28.2,23.1,29.6,22,86,54,1.5,0,0,0,8.625,0,0,2,0
2020,7,11бу15,999.7,91,41.5,27,13.5,23.8,26.5,21.9,30,20.2,82,55,3.7,0,0,0,8.375,0,0,2,0
2020,7,16бу20,1003,3.5,2.5,1,0.5,26.9,31.6,23,35.6,21.3,71,39,24.4,0,0,0,7.541666667,0,0,0,0
2020,7,21бу25,1003.6,78,49,14.5,6,26.7,30.6,24,36.1,23.4,77,47,13.8,0,0,0,7.6,0,0,4,0
2020,7,26бу31,1007.1,58.5,41.5,29.5,10,27.1,31.7,24.4,34.7,22.9,82,43,11,0,0,0,7.741666667,0,0,4,0
2020,8,1бу 5,1007.6,2,2,2,1.5,29.6,35.1,25.1,36.5,23.5,64,36,37,0,0,0,6.375,0,0,1,0
2020,8,6бу10,1005.4,0,0,0,0,30.5,35.3,27.1,37.2,25.7,62,24,29.2,0,0,0,7.308333333,0,0,2,0
2020,8,11бу15,1005.7,12.5,10,5,4,30.9,36.8,27,38.3,25.9,67,38,33.9,0,0,0,7.233333333,0,0,2,0
2020,8,16бу20,1005.1,0,0,0,0,31.7,37.9,26.4,38.7,24.6,58,27,55.3,0,0,0,6.966666667,0,0,0,0
2020,8,21бу25,1003.3,12.5,12.5,12.5,6,30.4,36.8,25.7,38.8,24.1,63,37,44.1,0,0,0,7.833333333,0,0,3,0
2020,8,26бу31,1004.3,18.5,8.5,6.5,3.5,30.3,35.6,27,37,25.7,67,39,37.1,0,0,0,7.55,0,0,5,0
2020,9,1бу 5,1004.7,5.5,3.5,2.5,1.5,29.5,34.5,26.5,36.6,25.4,69,38,26.4,0,0,0,8.2,0,0,3,0
2020,9,6бу10,1005.2,34,16.5,11.5,4,27.2,31.6,24,34.6,22.5,69,27,17.2,0,0,0,6.766666667,0,0,1,0
2020,9,11бу15,1006.5,9.5,6,5,2,25.7,30.6,22,32.7,18.4,71,36,29.3,0,0,0,7.358333333,0,0,1,0
2020,9,16бу20,1006.5,1,1,1,1,25.2,29.7,21.7,30.9,20.2,66,34,13.5,0,0,0,7.15,0,0,2,0
2020,9,21бу25,1005.6,61.5,60,13.5,3.5,23.6,27.9,20.4,30.8,17.6,67,31,21.1,0,0,0,7.283333333,0,0,0,0
2020,9,26бу30,1004,2.5,2,2,2,21.5,26.1,17.9,26.8,17,71,45,23.2,0,0,0,7.275,0,0,1,0
2020,10,1бу 5,1007.2,8.5,8.5,6,1.5,21.9,26.3,17.8,28.6,16,68,30,26.4,0,0,0,7.758333333,0,0,1,0
2020,10,6бу10,1012.5,97.5,34.5,6.5,3,18.7,22.4,16,25.5,14.2,76,36,8.6,0,0,0,6.208333333,0,0,0,0
2020,10,11бу15,1009.2,0,0,0,0,20.9,26.2,17.1,28.6,15.8,64,33,39.2,0,0,0,7.05,0,0,0,0
2020,10,16бу20,1015.9,26,26,4.5,1.5,15.3,20.2,12.1,24.4,9.8,75,30,17.8,0,0,0,5.958333333,0,0,0,0
2020,10,21бу25,1008.2,39.5,35.5,5,1.5,16.7,21.1,12.7,23.3,9,67,32,26,0,0,0,6.841666667,0,0,0,0
2020,10,26бу31,1014.7,0,0,0,0,14.6,20.7,10.1,22.7,8.1,64,28,46,0,0,0,6.366666667,0,0,0,0
2020,11,1бу 5,1014,27,26,4.5,1,13.9,18.5,9.6,20.7,6.3,65,31,28.8,0,0,0,5.541666667,0,0,0,0
2020,11,6бу10,1013.6,10.5,10.5,7.5,3.5,13.8,18.3,10.7,21.4,8,73,39,19.6,0,0,0,6.683333333,0,1,0,0
2020,11,11бу15,1022.1,0,0,0,0,12.7,18.8,8.1,22.2,5.9,69,36,30.9,0,0,0,6.616666667,0,0,0,0
2020,11,16бу20,1014.8,2.5,2.5,2,1,17.8,23.6,12.7,26.9,10.1,71,36,35,0,0,0,6.675,0,0,0,0
2020,11,21бу25,1015.1,1,1,0.5,0.5,12.4,16.5,8.1,18.5,7.1,69,44,24,0,0,0,6.516666667,0,0,0,0
2020,11,26бу30,1015.9,0,0,0,0,11.2,15.9,7.1,18.2,5.7,68,41,27.4,0,0,0,6.375,0,0,0,0
2020,12,1бу 5,1018.4,0,0,0,0,9.5,14.9,5.4,16,4.3,68,32,38.4,0,0,0,5.608333333,0,0,0,0
2020,12,6бу10,1016.4,0,0,0,0,9.3,14.9,4.9,16.2,4.2,69,40,35.2,0,0,0,6.008333333,0,0,0,0
2020,12,11бу15,1008.8,0,0,0,0,8.3,11.9,5.5,16.5,2.2,68,41,13.5,0,0,0,6.525,1,0,0,0
2020,12,16бу20,1015.8,0,0,0,0,4.2,8.2,1.2,10.4,0.2,68,37,32.3,1,1,1,6.366666667,4,0,0,0
2020,12,21бу25,1014.7,1.5,1.5,1.5,0.5,5.7,10.6,2,12.3,0.4,71,38,23.2,0,0,0,6.508333333,2,0,0,0
2020,12,26бу31,1011.3,21.5,15,5.5,1.5,6.3,10.9,2.5,13.7,0.3,72,27,31.1,1,1,1,6.75,3,0,0,0
